Beneficiary_ID,Name,Gender,Age,State,District,Category,Income_Level,Scheme_Availed,Benefit_Amount,Year
BEN05758,Lila Sankaran,Male,29,Karnataka,Rohtak,General,220124,SCH489,35640,2022
BEN05759,Chanchal Wagle,Male,48,Rajasthan,Gorakhpur,ST,426461,SCH921,24672,2021
BEN05760,Omya Dora,Male,76,Karnataka,Sambalpur,SC,412125,SCH991,11453,2019
BEN05761,Gunbir Venkataraman,Female,37,Bihar,Sonipat,General,301944,SCH127,48300,2020
BEN05762,Pushti Golla,Male,78,Rajasthan,Bangalore,OBC,158660,SCH154,24960,2016
BEN05763,Farhan Narayanan,Female,72,Bihar,Aizawl,ST,111347,SCH196,39705,2023
BEN05764,Vasudha Master,Female,27,Karnataka,Giridih,ST,440766,SCH935,7187,2015
BEN05765,Warda Narain,Male,70,Maharashtra,Varanasi,SC,437538,SCH016,7958,2017
BEN05766,Bachittar Gade,Female,64,Rajasthan,Kakinada,SC,469675,SCH537,39297,2024
BEN05767,Onkar Dalal,Female,80,Maharashtra,Bidhannagar,ST,432701,SCH241,15598,2021
BEN05768,Vivaan Srivastava,Female,44,Andhra Pradesh,Bhiwani,SC,197075,SCH161,37910,2022
BEN05769,Unnati Setty,Male,36,Maharashtra,Muzaffarpur,ST,248810,SCH207,39067,2015
BEN05770,Michael Gola,Male,52,Andhra Pradesh,Jalgaon,SC,292424,SCH900,903,2016
BEN05771,Veer Sharaf,Male,65,Bihar,Hapur,SC,200091,SCH472,3677,2021
BEN05772,Aachal Sinha,Female,50,Andhra Pradesh,Burhanpur,ST,273169,SCH222,31231,2016
BEN05773,Alexander Luthra,Male,74,Karnataka,Kochi,SC,191880,SCH894,1164,2025
BEN05774,Chameli Saran,Male,21,Tamil Nadu,Kakinada,ST,294875,SCH157,21393,2015
BEN05775,Wazir Hora,Female,69,Bihar,Avadi,OBC,498220,SCH941,43890,2024
BEN05776,Farhan Warrior,Female,63,Karnataka,Madhyamgram,SC,84010,SCH599,42027,2021
BEN05777,Vrinda Subramanian,Male,72,Karnataka,Kozhikode,SC,483610,SCH570,37223,2020
BEN05778,Chavvi Luthra,Female,58,Andhra Pradesh,Fatehpur,OBC,305054,SCH383,29797,2020
BEN05779,Ekansh Bajaj,Male,22,Rajasthan,Sri Ganganagar,General,427666,SCH534,1151,2020
BEN05780,Nilima Kulkarni,Female,73,Rajasthan,Jammu,General,312071,SCH747,34440,2024
BEN05781,Karan Ahuja,Female,67,Delhi,Surendranagar Dudhrej,OBC,107438,SCH926,25723,2015
BEN05782,Waida Baria,Male,59,Tamil Nadu,Katihar,ST,424657,SCH406,12929,2023
BEN05783,Vanya Morar,Female,68,Andhra Pradesh,Amravati,General,402795,SCH920,6737,2018
BEN05784,Samesh Anne,Male,26,West Bengal,Bahraich,General,357337,SCH175,3504,2025
BEN05785,Forum Nayak,Male,74,Delhi,Aurangabad,OBC,264582,SCH916,44368,2016
BEN05786,Qushi Nair,Female,35,Tamil Nadu,Jabalpur,General,119540,SCH533,26545,2017
BEN05787,Vrishti Shah,Male,77,Andhra Pradesh,Sasaram,OBC,67369,SCH964,22965,2018
BEN05788,Gaurav Dasgupta,Male,37,Bihar,Bhalswa Jahangir Pur,OBC,205855,SCH588,2031,2021
BEN05789,Chaitaly Chopra,Male,32,Andhra Pradesh,Fatehpur,OBC,91432,SCH869,21091,2022
BEN05790,Rishi Khatri,Male,70,Maharashtra,Tirupati,General,276900,SCH803,28350,2019
BEN05791,Eshana Tandon,Female,53,Karnataka,Maheshtala,OBC,483304,SCH171,36206,2025
BEN05792,Jai Anne,Female,59,Bihar,Ramgarh,General,460965,SCH171,11659,2021
BEN05793,Pavani Peri,Male,45,Uttar Pradesh,Raiganj,ST,447792,SCH058,40391,2020
BEN05794,Warda Kota,Female,33,Maharashtra,Tiruppur,OBC,346774,SCH971,33525,2021
BEN05795,Caleb Char,Female,67,Uttar Pradesh,Ichalkaranji,OBC,465460,SCH659,42347,2024
BEN05796,Omisha Merchant,Female,73,Andhra Pradesh,Shimla,OBC,495527,SCH853,16126,2025
BEN05797,Rudra Yogi,Male,55,Delhi,Raiganj,ST,303434,SCH250,17183,2020
BEN05798,Tanay Bora,Male,24,Delhi,Panipat,General,224421,SCH666,6836,2017
BEN05799,Nidhi Sharma,Male,63,Uttar Pradesh,Sonipat,General,336444,SCH613,46540,2020
BEN05800,Samarth Bath,Male,63,Uttar Pradesh,Nizamabad,OBC,231237,SCH157,31549,2016
BEN05801,Gayathri Iyer,Male,37,Maharashtra,Kalyan-Dombivli,ST,95560,SCH706,44747,2021
BEN05802,Onkar Gole,Female,32,Delhi,Thane,OBC,489573,SCH737,11716,2015
BEN05803,Jalsa Dash,Male,44,Maharashtra,Bathinda,ST,381714,SCH694,25493,2023
BEN05804,Amaira Shenoy,Female,55,Rajasthan,Kumbakonam,ST,313071,SCH940,26703,2022
BEN05805,Yatan Bava,Female,36,Uttar Pradesh,Deoghar,OBC,494822,SCH325,34407,2015
BEN05806,Charita Malhotra,Male,77,Andhra Pradesh,Giridih,OBC,207275,SCH291,40866,2018
BEN05807,Tamanna Bajaj,Male,60,Maharashtra,Yamunanagar,ST,194305,SCH737,42373,2022
BEN05808,Hardik Dugar,Female,66,Tamil Nadu,Thane,ST,166599,SCH995,13707,2023
BEN05809,Robert Dara,Male,62,Karnataka,Tadipatri,ST,133559,SCH629,25336,2025
BEN05810,Aarna Kulkarni,Female,61,Karnataka,Bhubaneswar,General,495137,SCH691,35609,2019
BEN05811,Warda Suresh,Female,33,West Bengal,Junagadh,SC,141333,SCH331,43996,2024
BEN05812,Vanya Contractor,Male,28,Bihar,Bahraich,ST,490156,SCH548,13675,2023
BEN05813,Abhimanyu Vora,Female,29,West Bengal,Raipur,SC,458486,SCH901,8831,2018
BEN05814,Chaman Sankaran,Male,59,Rajasthan,Rohtak,OBC,371886,SCH874,43287,2019
BEN05815,Eesha Varty,Female,72,Delhi,Bardhaman,OBC,413388,SCH451,8962,2025
BEN05816,Ayaan Kalla,Female,79,Bihar,Kirari Suleman Nagar,General,67232,SCH547,1135,2024
BEN05817,Yamini Murty,Male,51,Karnataka,Raichur,SC,310448,SCH294,8046,2018
BEN05818,Saanvi Halder,Female,66,Maharashtra,Siliguri,SC,61357,SCH498,24149,2019
BEN05819,Anita Nayar,Male,62,Bihar,South Dumdum,ST,197612,SCH675,5258,2022
BEN05820,Vamakshi Reddy,Male,31,Andhra Pradesh,Tiruchirappalli,OBC,278837,SCH892,30017,2024
BEN05821,Peter Ganesh,Male,76,Bihar,Tirunelveli,SC,353913,SCH923,42190,2023
BEN05822,Baghyawati Vyas,Male,41,Bihar,Raurkela Industrial Township,SC,204292,SCH995,2738,2021
BEN05823,Varsha Bhat,Female,21,Bihar,Tadipatri,ST,300113,SCH552,27441,2016
BEN05824,Upkaar Mitter,Female,21,Rajasthan,Shimla,General,285656,SCH808,27209,2024
BEN05825,Arunima Dada,Female,40,West Bengal,Kadapa,ST,284870,SCH067,25408,2019
BEN05826,Advaith Bandi,Male,74,Tamil Nadu,Bardhaman,OBC,173791,SCH527,44909,2025
BEN05827,Samesh Kata,Male,78,Bihar,Panchkula,ST,136175,SCH948,14998,2025
BEN05828,Saksham Pal,Female,44,Karnataka,Pudukkottai,OBC,372891,SCH645,10429,2017
BEN05829,Ladli Choudhry,Female,68,Uttar Pradesh,Gandhinagar,SC,327897,SCH804,41784,2024
BEN05830,Urishilla Chander,Female,51,Delhi,Vellore,ST,254355,SCH706,24866,2021
BEN05831,Vidhi Bir,Male,39,Karnataka,Guntakal,OBC,425070,SCH086,26341,2019
BEN05832,Triveni Vohra,Female,51,Rajasthan,Tumkur,OBC,80428,SCH017,18698,2018
BEN05833,Peter Yadav,Male,34,Karnataka,Nellore,SC,185314,SCH035,24532,2023
BEN05834,Thomas Lal,Female,48,Karnataka,Shivpuri,General,283778,SCH148,23673,2025
BEN05835,Ridhi Bansal,Male,70,Uttar Pradesh,South Dumdum,OBC,168435,SCH125,25387,2016
BEN05836,Qasim Banik,Male,22,Andhra Pradesh,Sri Ganganagar,ST,369344,SCH414,43166,2020
BEN05837,Lila Wali,Male,25,Uttar Pradesh,Gudivada,General,315090,SCH838,34225,2021
BEN05838,Anusha Palan,Female,70,Karnataka,Hazaribagh,General,241516,SCH850,39893,2022
BEN05839,Tara Venkatesh,Female,76,West Bengal,Miryalaguda,General,313190,SCH432,29089,2016
BEN05840,Chaman Aurora,Male,27,Karnataka,Gandhinagar,ST,426664,SCH254,19859,2024
BEN05841,Anirudh Lala,Male,43,Delhi,Ballia,SC,261426,SCH579,21706,2015
BEN05842,Harsh Rajagopalan,Male,28,Delhi,Satna,General,64229,SCH400,19588,2016
BEN05843,Riya Ravel,Female,71,Andhra Pradesh,Phusro,General,70656,SCH933,36859,2017
BEN05844,Samar Chacko,Male,75,West Bengal,Rajpur Sonarpur,ST,390430,SCH396,45217,2021
BEN05845,Darsh Varughese,Male,63,Delhi,Ongole,General,381740,SCH571,8451,2019
BEN05846,Aayush Khatri,Female,34,Rajasthan,Kirari Suleman Nagar,OBC,231792,SCH951,11707,2019
BEN05847,Triveni Bhandari,Female,45,Maharashtra,Tiruppur,OBC,295284,SCH213,17210,2023
BEN05848,Panini Magar,Female,36,Andhra Pradesh,Noida,General,201252,SCH645,36388,2018
BEN05849,Warjas Bains,Female,73,Tamil Nadu,Mysore,ST,107898,SCH756,1057,2022
BEN05850,Girik Thaman,Male,52,Bihar,Patiala,General,170777,SCH715,31142,2017
BEN05851,Tanish Prakash,Male,67,Rajasthan,Medininagar,OBC,117167,SCH855,20597,2025
BEN05852,Gaurav Varghese,Male,46,West Bengal,Sirsa,OBC,190393,SCH121,36920,2015
BEN05853,Yatin Gole,Female,37,Uttar Pradesh,Jhansi,ST,247867,SCH179,38197,2018
BEN05854,Jagrati Dhaliwal,Female,51,Rajasthan,Nandyal,SC,182671,SCH989,8845,2015
BEN05855,Chatresh Ramaswamy,Female,43,Rajasthan,Bharatpur,General,388984,SCH973,32015,2022
BEN05856,Darika Chandra,Female,80,Rajasthan,Jaunpur,OBC,58437,SCH679,31281,2021
BEN05857,Wriddhish Goyal,Male,75,Andhra Pradesh,Hospet,General,412104,SCH693,12189,2017
BEN05858,Siya Saha,Female,30,Karnataka,Morbi,OBC,492421,SCH273,38426,2023
BEN05859,Thomas Gokhale,Male,40,Delhi,Sambalpur,SC,263162,SCH215,45146,2025
BEN05860,Kritika Koshy,Male,42,Maharashtra,Kochi,General,291466,SCH866,29300,2019
BEN05861,Yatin Mishra,Male,63,Uttar Pradesh,Panihati,General,143752,SCH054,16646,2015
BEN05862,Kritika Chokshi,Male,72,Uttar Pradesh,Baranagar,General,161790,SCH212,26237,2022
BEN05863,Simon Ravi,Male,38,Delhi,Jalandhar,General,112873,SCH089,43375,2019
BEN05864,Fiyaz Dar,Female,37,Delhi,Orai,SC,181763,SCH320,10193,2016
BEN05865,Upkaar Kalla,Female,63,Karnataka,Darbhanga,General,142852,SCH157,22226,2022
BEN05866,Ikshita Pathak,Female,23,Tamil Nadu,Secunderabad,SC,229554,SCH200,8795,2017
BEN05867,Devika Thakur,Male,74,Rajasthan,Jamshedpur,OBC,235767,SCH591,27855,2025
BEN05868,Theodore Sathe,Female,80,Andhra Pradesh,Shimla,SC,342828,SCH999,32867,2019
BEN05869,Jagat Chokshi,Female,77,Rajasthan,Junagadh,ST,169399,SCH931,1237,2022
BEN05870,Prisha Sanghvi,Male,52,Rajasthan,Suryapet,General,376107,SCH719,16599,2022
BEN05871,Ikshita Prabhakar,Female,30,Maharashtra,Imphal,OBC,396355,SCH078,4482,2015
BEN05872,Leena Nayar,Male,50,Karnataka,Korba,OBC,387782,SCH647,16283,2016
BEN05873,Ira Lad,Male,35,Tamil Nadu,Buxar,ST,355735,SCH602,24304,2023
BEN05874,Saksham Khalsa,Female,32,Maharashtra,Surendranagar Dudhrej,ST,157665,SCH629,14476,2022
BEN05875,Yash Goswami,Male,78,Karnataka,Kulti,OBC,444181,SCH823,29848,2018
BEN05876,Gautam Baral,Female,66,Delhi,Rampur,OBC,348942,SCH653,20591,2024
BEN05877,Samar Kapur,Male,58,Tamil Nadu,Vijayawada,SC,423161,SCH308,20443,2020
BEN05878,Yashasvi Mahal,Male,54,West Bengal,Pondicherry,OBC,414771,SCH766,26627,2017
BEN05879,Hritik Balay,Male,33,Uttar Pradesh,Nellore,ST,58060,SCH845,11412,2023
BEN05880,Peter Brar,Female,67,Uttar Pradesh,Hajipur,SC,320255,SCH387,28069,2017
BEN05881,Baljiwan Balay,Male,48,Bihar,Dehri,SC,237483,SCH274,27067,2018
BEN05882,Omya Kamdar,Male,64,Maharashtra,Lucknow,SC,197154,SCH725,48311,2024
BEN05883,Arin Yohannan,Female,59,Uttar Pradesh,Gurgaon,General,308090,SCH164,14658,2017
BEN05884,Aachal Raja,Female,65,Delhi,Amravati,General,318576,SCH915,32521,2023
BEN05885,Girish Tailor,Male,25,Rajasthan,Meerut,SC,269507,SCH175,12459,2017
BEN05886,Bhavna Bhatia,Female,77,Delhi,Udaipur,General,429683,SCH731,19786,2023
BEN05887,Divya Puri,Female,41,Andhra Pradesh,Silchar,OBC,51253,SCH527,36255,2024
BEN05888,Vasana Mani,Female,45,Rajasthan,Mumbai,General,300472,SCH969,49675,2015
BEN05889,Aadi Dhar,Female,24,Delhi,Kulti,SC,289432,SCH902,31217,2018
BEN05890,Jai Korpal,Female,42,Karnataka,Parbhani,General,389236,SCH586,16501,2025
BEN05891,Wakeeta Talwar,Female,45,Andhra Pradesh,Noida,ST,140117,SCH287,3943,2015
BEN05892,Sai Ramakrishnan,Male,27,Karnataka,Bardhaman,SC,479291,SCH214,30371,2018
BEN05893,Saksham Luthra,Female,37,Maharashtra,Burhanpur,OBC,365067,SCH025,43513,2017
BEN05894,Qarin Keer,Female,32,West Bengal,Belgaum,ST,215712,SCH860,44600,2025
BEN05895,Nidra Tiwari,Male,48,Delhi,Deoghar,General,420034,SCH976,18005,2017
BEN05896,Omya Das,Male,40,Delhi,Khammam,General,236129,SCH192,5517,2015
BEN05897,Indali Barad,Male,45,Bihar,Kanpur,SC,251197,SCH746,13668,2022
BEN05898,Adweta Srinivas,Female,70,Tamil Nadu,Phagwara,OBC,56835,SCH205,30283,2017
BEN05899,Diya Kulkarni,Female,38,Andhra Pradesh,Karaikudi,OBC,466404,SCH502,41538,2023
BEN05900,Libni Murty,Male,74,Rajasthan,Bhalswa Jahangir Pur,OBC,309151,SCH862,25092,2022
BEN05901,Luke Pai,Male,25,Karnataka,Naihati,General,359359,SCH520,44228,2020
BEN05902,Charvi Rajagopal,Female,69,Uttar Pradesh,Pali,General,278344,SCH443,20521,2015
BEN05903,Vaishnavi Prabhu,Male,30,West Bengal,Firozabad,ST,330531,SCH631,11357,2024
BEN05904,Christopher Sahni,Male,48,Andhra Pradesh,Baranagar,OBC,86821,SCH343,48856,2018
BEN05905,Madhavi Barad,Male,57,Karnataka,Imphal,SC,77224,SCH159,14083,2015
BEN05906,Abhiram Saxena,Female,76,West Bengal,Latur,SC,304835,SCH236,38502,2020
BEN05907,Rajata Palan,Female,80,Delhi,Tiruppur,SC,469378,SCH149,19497,2021
BEN05908,Daksh Nagar,Male,80,Bihar,Karawal Nagar,SC,97826,SCH503,14783,2015
BEN05909,Bimala Nagy,Female,61,Delhi,Dehri,SC,98140,SCH470,27406,2019
BEN05910,Anita Choudhry,Female,63,Andhra Pradesh,Jammu,General,388651,SCH343,1691,2025
BEN05911,Praneel Bajaj,Female,45,Delhi,Mirzapur,SC,299791,SCH561,23611,2025
BEN05912,Ansh Kaul,Female,52,Bihar,Bhusawal,OBC,295373,SCH509,43035,2023
BEN05913,Abhiram Sant,Male,40,Uttar Pradesh,Khammam,ST,363520,SCH436,37535,2018
BEN05914,Gaurangi Jain,Male,56,Karnataka,Amritsar,General,314846,SCH336,38809,2019
BEN05915,Forum Mand,Male,23,Andhra Pradesh,Allahabad,ST,303299,SCH787,41105,2023
BEN05916,Vivaan Hegde,Male,71,West Bengal,Gulbarga,OBC,283268,SCH403,48084,2016
BEN05917,Gopal Rai,Female,34,Andhra Pradesh,Motihari,SC,379853,SCH316,2493,2020
BEN05918,Balhaar Pall,Female,37,Maharashtra,Guntur,General,201047,SCH658,17369,2019
BEN05919,Alexander Gulati,Female,41,Andhra Pradesh,Sasaram,SC,483124,SCH203,36495,2017
BEN05920,Chatresh Khatri,Female,49,Maharashtra,Kharagpur,OBC,128542,SCH968,25801,2017
BEN05921,Devansh Venkataraman,Male,66,Tamil Nadu,Anantapur,SC,376936,SCH362,32630,2015
BEN05922,Omkaar Sodhi,Male,51,Maharashtra,Silchar,General,102896,SCH517,24637,2023
BEN05923,Chaitanya Iyengar,Male,74,Bihar,Jhansi,SC,461672,SCH483,32523,2019
BEN05924,Zilmil Magar,Male,55,Delhi,Hazaribagh,ST,480530,SCH158,30377,2024
BEN05925,Bimala Sheth,Female,80,Tamil Nadu,Jaipur,ST,72166,SCH435,10111,2016
BEN05926,Atharv Nadig,Male,66,West Bengal,Madurai,OBC,89102,SCH730,33598,2019
BEN05927,Leena Bumb,Female,18,Maharashtra,Srinagar,SC,431469,SCH053,15244,2020
BEN05928,Inaya Gera,Female,72,Uttar Pradesh,Erode,General,54491,SCH632,36701,2025
BEN05929,Oni Banerjee,Female,44,Delhi,Gulbarga,OBC,171593,SCH744,12272,2016
BEN05930,Deepa Mammen,Male,50,Andhra Pradesh,Kirari Suleman Nagar,ST,489238,SCH593,6069,2016
BEN05931,Ikbal Deep,Male,54,Andhra Pradesh,Hazaribagh,ST,286487,SCH549,9012,2020
BEN05932,Pratyush Prakash,Male,40,Maharashtra,Dewas,General,280214,SCH271,43307,2024
BEN05933,Chandran Kale,Male,60,Delhi,Mumbai,ST,264068,SCH602,10748,2016
BEN05934,Eta Lad,Female,67,Tamil Nadu,Amritsar,General,405840,SCH420,45958,2020
BEN05935,Wazir Raghavan,Male,61,Bihar,Nagercoil,ST,237613,SCH310,2558,2024
BEN05936,Wyatt Bajaj,Male,56,Delhi,Madanapalle,SC,231331,SCH007,30159,2022
BEN05937,Harshil Vig,Female,22,Andhra Pradesh,Mirzapur,ST,108255,SCH855,18331,2021
BEN05938,Daksh Deol,Male,61,Uttar Pradesh,Vasai-Virar,ST,57765,SCH388,18913,2023
BEN05939,Kavya Kibe,Female,28,Rajasthan,Vijayawada,General,311387,SCH408,13269,2021
BEN05940,Yadavi Chaudhry,Male,47,Andhra Pradesh,Madhyamgram,ST,467794,SCH764,2678,2018
BEN05941,Tarak Saran,Male,23,Bihar,Thrissur,SC,450507,SCH003,3170,2025
BEN05942,Xiti Bhandari,Male,68,Andhra Pradesh,Katni,General,392729,SCH986,10450,2019
BEN05943,Ekiya Borra,Male,62,Maharashtra,Jehanabad,SC,218811,SCH355,39721,2017
BEN05944,Krisha Deshpande,Male,35,West Bengal,Erode,ST,291206,SCH440,2596,2019
BEN05945,Karan Behl,Male,57,Delhi,Secunderabad,SC,96151,SCH050,27927,2023
BEN05946,Zayyan Char,Female,22,Bihar,Chandrapur,General,354769,SCH515,27083,2020
BEN05947,Anita Pillay,Male,51,Rajasthan,Shimla,General,431719,SCH201,28956,2019
BEN05948,Radhika Sankaran,Female,71,Andhra Pradesh,Ghaziabad,General,456903,SCH260,29012,2018
BEN05949,Ekiya Savant,Male,19,Andhra Pradesh,Thanjavur,ST,406895,SCH104,40206,2024
BEN05950,Adweta Andra,Male,25,Karnataka,Aizawl,SC,147580,SCH127,13531,2023
BEN05951,Ekapad Agarwal,Female,52,Tamil Nadu,Madurai,ST,488637,SCH337,18134,2017
BEN05952,Edhitha Dixit,Male,77,West Bengal,Bikaner,General,255639,SCH300,26264,2019
BEN05953,Yachana Kanda,Female,18,West Bengal,Parbhani,ST,278673,SCH245,23179,2017
BEN05954,Aashi Krish,Male,41,Maharashtra,Rajpur Sonarpur,SC,413746,SCH825,9967,2025
BEN05955,Fariq Sridhar,Female,61,Maharashtra,Nangloi Jat,ST,306803,SCH923,33702,2024
BEN05956,Bachittar Kapadia,Male,44,West Bengal,Morena,ST,234516,SCH250,38816,2021
BEN05957,Chaman Balakrishnan,Male,48,Delhi,Jodhpur,ST,475003,SCH289,18174,2018
BEN05958,Waida Loke,Male,54,Rajasthan,Kalyan-Dombivli,ST,490132,SCH344,26732,2017
BEN05959,Siddharth Iyengar,Male,52,Rajasthan,Bilaspur,OBC,370479,SCH858,38431,2020
BEN05960,Bhavani Dar,Male,70,Tamil Nadu,Khora ,SC,334087,SCH316,48690,2024
BEN05961,Manbir Dixit,Female,49,Tamil Nadu,Visakhapatnam,General,483088,SCH192,34104,2015
BEN05962,Tanvi Rajan,Male,72,Delhi,Arrah,General,88314,SCH483,20759,2025
BEN05963,Yutika Kade,Male,36,West Bengal,Tezpur,SC,345561,SCH815,14925,2024
BEN05964,Ekantika Seshadri,Male,62,Bihar,Haldia,OBC,485976,SCH082,28261,2015
BEN05965,Jagvi Bala,Male,19,Maharashtra,Gwalior,OBC,266346,SCH694,2956,2019
BEN05966,Nakul Sha,Male,44,Tamil Nadu,Tumkur,OBC,52142,SCH915,806,2020
BEN05967,Yagnesh Sharma,Male,68,Bihar,Rohtak,OBC,334640,SCH684,44971,2017
BEN05968,Henry Gill,Female,39,Tamil Nadu,Nanded,ST,106608,SCH641,40057,2025
BEN05969,Kashish Puri,Male,28,Uttar Pradesh,Udupi,ST,400224,SCH940,15494,2024
BEN05970,Osha Gera,Male,56,Karnataka,Rajkot,SC,81132,SCH426,31627,2019
BEN05971,Mitali Bhakta,Female,60,Karnataka,Dehri,OBC,281583,SCH681,41456,2024
BEN05972,Anamika Raghavan,Female,70,Rajasthan,Salem,ST,82861,SCH116,39405,2018
BEN05973,Januja Muni,Male,59,Karnataka,Pune,General,359412,SCH171,8155,2019
BEN05974,Advika Chaudhary,Female,52,Rajasthan,Giridih,General,138512,SCH311,7174,2021
BEN05975,Aashi Pandit,Male,32,Uttar Pradesh,Ongole,OBC,238379,SCH561,35312,2016
BEN05976,Owen Vasa,Male,65,Bihar,Kavali,OBC,464526,SCH418,28358,2016
BEN05977,Amol Deep,Female,27,Delhi,Tezpur,OBC,412706,SCH311,527,2024
BEN05978,Yug Kohli,Male,29,Maharashtra,Jaunpur,ST,474333,SCH368,25933,2024
BEN05979,Victor Modi,Female,59,West Bengal,Kakinada,General,308102,SCH188,45331,2020
BEN05980,Jai Som,Male,23,Delhi,Amravati,SC,423899,SCH276,29703,2017
BEN05981,Janaki Seth,Male,52,Uttar Pradesh,Akola,SC,106980,SCH489,45284,2024
BEN05982,Fitan Dhawan,Male,19,Bihar,Nadiad,OBC,358385,SCH865,36830,2016
BEN05983,Ekiya Sodhi,Male,47,Tamil Nadu,Hajipur,SC,330460,SCH649,23825,2019
BEN05984,Chandani Seth,Female,49,Andhra Pradesh,Hindupur,General,309627,SCH300,22381,2016
BEN05985,Chanakya Dubey,Male,79,Rajasthan,Dharmavaram,General,132764,SCH484,12282,2025
BEN05986,Aashi Munshi,Male,72,Uttar Pradesh,Sambalpur,ST,126998,SCH904,43456,2022
BEN05987,Naksh Savant,Female,49,West Bengal,Serampore,General,108070,SCH799,28058,2021
BEN05988,Pranit Khurana,Female,54,Uttar Pradesh,Jamalpur,OBC,270886,SCH287,38659,2021
BEN05989,Guneet Kapoor,Male,74,West Bengal,Jalna,ST,183328,SCH662,17047,2019
BEN05990,Frado Kibe,Female,56,Rajasthan,Suryapet,General,347111,SCH661,40868,2015
BEN05991,Thomas Verma,Male,71,Andhra Pradesh,Korba,SC,219643,SCH450,29685,2024
BEN05992,Tripti Dash,Male,31,Tamil Nadu,Bahraich,SC,360498,SCH856,39098,2016
BEN05993,Siya Brar,Female,49,Tamil Nadu,Chandrapur,OBC,181535,SCH941,25606,2018
BEN05994,Pushti Brar,Female,22,Uttar Pradesh,Hospet,SC,251726,SCH094,8322,2021
BEN05995,Eta Issac,Female,78,West Bengal,Saharsa,General,369403,SCH890,12446,2021
BEN05996,Samar Sehgal,Male,72,Andhra Pradesh,Tirunelveli,ST,273246,SCH861,23667,2018
BEN05997,Varenya Raman,Male,48,Maharashtra,Buxar,ST,116898,SCH846,42306,2020
BEN05998,Samaksh Bora,Female,26,Andhra Pradesh,Guna,SC,181535,SCH525,25456,2024
BEN05999,Jeremiah Wadhwa,Male,31,West Bengal,Navi Mumbai,ST,159903,SCH231,21441,2023
BEN06000,Kiaan Nigam,Female,21,Karnataka,Mysore,OBC,264669,SCH768,13264,2017
BEN06001,Zilmil Balasubramanian,Male,20,West Bengal,Guntur,General,127932,SCH659,7795,2020
BEN06002,Qadim Swaminathan,Female,32,Andhra Pradesh,Nashik,ST,488901,SCH052,32398,2025
BEN06003,Dhriti Mohanty,Male,24,Maharashtra,Erode,General,278748,SCH741,34425,2018
BEN06004,Samesh Ghosh,Male,61,Tamil Nadu,Jalna,ST,180002,SCH969,2405,2018
BEN06005,Vasana Ravel,Female,59,Delhi,Kakinada,OBC,267995,SCH875,39835,2017
BEN06006,Harita Nadig,Male,28,Bihar,Srinagar,ST,106055,SCH575,16460,2021
BEN06007,Siddharth Basu,Male,68,Rajasthan,Mumbai,General,100756,SCH847,17812,2017
BEN06008,Elijah Shah,Female,30,Andhra Pradesh,Motihari,SC,468939,SCH743,24657,2018
BEN06009,Dayita Soman,Male,79,Uttar Pradesh,Raichur,SC,342409,SCH630,45327,2025
BEN06010,Lila Acharya,Male,55,Delhi,Nangloi Jat,General,371387,SCH235,37135,2023
BEN06011,Yasti Mander,Male,72,West Bengal,Udupi,SC,182231,SCH870,39516,2025
BEN06012,Oviya Doshi,Female,75,Uttar Pradesh,Saharanpur,OBC,472570,SCH293,13911,2019
BEN06013,Harsh Maharaj,Male,48,Tamil Nadu,Salem,SC,391542,SCH581,9717,2015
BEN06014,Netra Tata,Male,75,Andhra Pradesh,Siliguri,General,328320,SCH014,11214,2018
BEN06015,Vrinda Sagar,Male,19,Bihar,Haridwar,SC,251615,SCH757,15399,2023
BEN06016,Jalsa Balasubramanian,Female,51,Rajasthan,Kota,General,206972,SCH462,17582,2017
BEN06017,Anvi Gala,Male,51,Tamil Nadu,Raichur,OBC,124116,SCH289,48350,2020
BEN06018,Nandini Mohanty,Female,37,Tamil Nadu,Bhilwara,ST,262629,SCH314,21136,2025
BEN06019,Max Toor,Female,62,Karnataka,Silchar,General,461675,SCH602,44928,2021
BEN06020,Rajeshri Modi,Female,41,Uttar Pradesh,Serampore,ST,319345,SCH200,21531,2020
BEN06021,Jhalak Mohanty,Male,67,Karnataka,Agartala,General,232450,SCH532,2177,2017
BEN06022,Raksha Pathak,Female,53,Karnataka,Karaikudi,ST,222741,SCH227,36273,2020
BEN06023,Samarth Krishnamurthy,Female,32,Tamil Nadu,Kota,SC,166249,SCH033,29475,2022
BEN06024,Lakshmi Nori,Male,18,Bihar,Coimbatore,ST,284543,SCH312,32305,2021
BEN06025,Zaitra Nadig,Male,43,West Bengal,Pallavaram,SC,129999,SCH813,33379,2018
BEN06026,Eesha Hari,Male,56,Maharashtra,Begusarai,OBC,176263,SCH661,16190,2023
BEN06027,William Dutta,Male,48,Andhra Pradesh,Junagadh,OBC,413879,SCH645,16723,2019
BEN06028,Tarak Sen,Male,78,Uttar Pradesh,Bikaner,ST,130738,SCH924,18085,2017
BEN06029,Zayan Sankar,Female,21,West Bengal,Khammam,SC,466723,SCH730,13716,2015
BEN06030,Ishani Deol,Female,31,Bihar,Shimla,SC,256710,SCH769,19773,2022
BEN06031,Jasmit Bhattacharyya,Male,33,Delhi,Silchar,SC,445375,SCH126,12080,2022
BEN06032,Chaitanya Saran,Male,63,West Bengal,Vijayanagaram,ST,494097,SCH354,31745,2024
